id,first_name,second_name,web_name,element_type,team,now_cost,minutes,goals_scored,assists,expected_goals,expected_assists,clean_sheets,goals_conceded,expected_goals_conceded,saves,bonus,total_points,yellow_cards,red_cards,full_name,position,team_name,cost_millions,minutes_played_flag,goals_per_90,assists_per_90,goal_involvements,goal_involvements_per_90,points_per_million,xg_difference,xa_difference,minutes_share
81,Joe,Rothwell,Rothwell,3,3,48,380,0,0,0.06,0.22,0,12,11.24,0,0,13,0,0,Joe Rothwell,Midfielder,Bournemouth,4.8,Low Sample,0.0,0.0,0,0.0,2.7083333333333335,-0.06,-0.22,11.11111111111111
82,Antoine,Semenyo,Semenyo,4,3,45,2099,8,4,4.69,2.19,8,33,34.41,0,14,107,6,0,Antoine Semenyo,Forward,Bournemouth,4.5,Sufficient Sample,0.3430204859456884,0.1715102429728442,12,0.5145307289185326,23.77777777777778,3.3099999999999996,1.81,61.37426900584795
83,Marcos,Senesi,Senesi,2,3,44,2239,4,5,1.98,2.27,6,44,40.83,0,13,102,13,0,Marcos Senesi,Defender,Bournemouth,4.4,Sufficient Sample,0.16078606520768202,0.20098258150960252,9,0.36176864671728454,23.18181818181818,2.02,2.73,65.46783625730994
84,Adam,Smith,Smith,2,3,44,2148,0,3,0.05,1.5,8,33,33.02,0,4,80,6,0,Adam Smith,Defender,Bournemouth,4.4,Sufficient Sample,0.0,0.12569832402234637,3,0.12569832402234637,18.18181818181818,-0.05,1.5,62.807017543859644
85,Dominic,Solanke,Solanke,4,3,69,3325,19,3,19.64,2.11,10,61,56.58,0,20,175,3,0,Dominic Solanke,Forward,Bournemouth,6.9,Sufficient Sample,0.5142857142857143,0.081203007518797,22,0.5954887218045113,25.362318840579707,-0.6400000000000006,0.8900000000000001,97.22222222222221
86,Marcus,Tavernier,Tavernier,3,3,50,2118,3,4,3.88,4.24,8,38,32.42,0,5,89,3,0,Marcus Tavernier,Midfielder,Bournemouth,5.0,Sufficient Sample,0.1274787535410765,0.16997167138810196,7,0.29745042492917845,17.8,-0.8799999999999999,-0.2400000000000002,61.929824561403514
87,Hamed,Traorè,Hamed Traorè,3,3,47,44,0,0,0.17,0.01,0,1,0.84,0,0,3,0,0,Hamed Traorè,Midfielder,Bournemouth,4.7,Low Sample,0.0,0.0,0,0.0,0.6382978723404255,-0.17,-0.01,1.2865497076023393
88,Mark,Travers,Travers,1,3,40,360,0,0,0.0,0.0,2,5,6.96,13,2,19,0,0,Mark Travers,Goalkeeper,Bournemouth,4.0,Low Sample,0.0,0.0,0,0.0,4.75,0.0,0.0,10.526315789473683
89,Illia,Zabarnyi,Zabarnyi,2,3,44,3330,1,0,1.13,0.55,8,67,58.38,0,3,84,5,0,Illia Zabarnyi,Defender,Bournemouth,4.4,Sufficient Sample,0.02702702702702703,0.0,1,0.02702702702702703,19.09090909090909,-0.1299999999999999,-0.55,97.36842105263158
595,Milos,Kerkez,Kerkez,2,3,44,1966,0,2,1.32,1.06,6,37,36.85,0,1,59,4,1,Milos Kerkez,Defender,Bournemouth,4.4,Sufficient Sample,0.0,0.09155645981688708,2,0.09155645981688708,13.409090909090908,-1.32,0.94,57.485380116959064
607,Ionuț,Radu,Radu,1,3,43,180,0,0,0.0,0.0,0,7,2.76,5,0,2,0,0,Ionuț Radu,Goalkeeper,Bournemouth,4.3,Low Sample,0.0,0.0,0,0.0,0.46511627906976744,0.0,0.0,5.263157894736842
619,Ben,Greenwood,Greenwood,2,3,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Ben Greenwood,Defender,Bournemouth,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
643,Max,Aarons,Aarons,2,3,44,1233,0,1,0.04,0.89,2,35,26.75,0,0,28,1,0,Max Aarons,Defender,Bournemouth,4.4,Sufficient Sample,0.0,0.07299270072992702,1,0.07299270072992702,6.363636363636363,-0.04,0.10999999999999999,36.05263157894737
644,Alex,Scott,Scott,3,3,49,1003,1,1,0.82,1.06,3,25,17.89,0,3,41,3,0,Alex Scott,Midfielder,Bournemouth,4.9,Sufficient Sample,0.0897308075772682,0.0897308075772682,2,0.1794616151545364,8.36734693877551,0.18000000000000005,-0.06000000000000005,29.327485380116958
673,Tyler,Adams,Adams,3,3,49,118,0,0,0.0,0.03,0,3,1.81,0,1,5,0,0,Tyler Adams,Midfielder,Bournemouth,4.9,Low Sample,0.0,0.0,0,0.0,1.0204081632653061,0.0,-0.03,3.4502923976608186
705,Luis,Sinisterra,Sinisterra,3,3,55,685,2,2,2.62,1.03,1,18,11.39,0,2,43,0,0,Luis Sinisterra,Midfielder,Bournemouth,5.5,Sufficient Sample,0.26277372262773724,0.26277372262773724,4,0.5255474452554745,7.818181818181818,-0.6200000000000001,0.97,20.029239766081872
799,Romain,Faivre,Faivre,3,3,50,37,0,0,0.15,0.03,0,1,0.14,0,0,4,1,0,Romain Faivre,Midfielder,Bournemouth,5.0,Low Sample,0.0,0.0,0,0.0,0.8,-0.15,-0.03,1.0818713450292399
802,Max,Kinsey,Kinsey,2,3,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Max Kinsey,Defender,Bournemouth,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
804,Enes,Ünal,Enes Ünal,4,3,50,317,2,4,2.84,0.13,1,9,4.49,0,3,40,1,0,Enes Ünal,Forward,Bournemouth,5.0,Low Sample,0.5678233438485805,1.135646687697161,6,1.7034700315457414,8.0,-0.8399999999999999,3.87,9.269005847953217
811,Dominic,Sadi,Sadi,3,3,45,1,0,0,0.0,0.0,0,0,0.0,0,0,1,0,0,Dominic Sadi,Midfielder,Bournemouth,4.5,Low Sample,0.0,0.0,0,0.0,0.2222222222222222,0.0,0.0,0.029239766081871347
849,Michael,Dacosta Gonzalez,Dacosta Gonzalez,3,3,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Michael Dacosta Gonzalez,Midfielder,Bournemouth,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
855,Callan,McKenna,McKenna,1,3,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Callan McKenna,Goalkeeper,Bournemouth,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
90,Kristoffer,Ajer,Ajer,2,4,44,1826,2,1,1.22,2.68,5,33,29.41,0,3,68,5,0,Kristoffer Ajer,Defender,Brentford,4.4,Sufficient Sample,0.09857612267250822,0.04928806133625411,3,0.14786418400876233,15.454545454545453,0.78,-1.6800000000000002,53.39181286549708
91,Ellery,Balcombe,Balcombe,1,4,39,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Ellery Balcombe,Goalkeeper,Brentford,3.9,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
92,Shandon,Baptiste,Baptiste,3,4,43,222,1,1,0.89,0.36,0,5,3.21,0,0,19,1,0,Shandon Baptiste,Midfielder,Brentford,4.3,Low Sample,0.4054054054054054,0.4054054054054054,2,0.8108108108108107,4.4186046511627906,0.10999999999999999,0.64,6.491228070175438
93,Mads,Bech Sørensen,Bech,2,4,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Mads Bech Sørensen,Defender,Brentford,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
94,Mads,Bidstrup,Bidstrup,3,4,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Mads Bidstrup,Midfielder,Brentford,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
95,Sergi,Canós Tenés,Canós,3,4,50,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Sergi Canós Tenés,Midfielder,Brentford,5.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
96,Nathan,Collins,Collins,2,4,45,2649,1,1,1.59,0.95,7,51,41.61,0,8,84,3,0,Nathan Collins,Defender,Brentford,4.5,Sufficient Sample,0.03397508493771234,0.03397508493771234,2,0.06795016987542468,18.666666666666668,-0.5900000000000001,0.050000000000000044,77.45614035087719
97,Matthew,Cox,Cox,1,4,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Matthew Cox,Goalkeeper,Brentford,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
98,Mikkel,Damsgaard,Damsgaard,3,4,48,829,0,4,0.76,0.93,5,9,10.11,0,0,45,2,0,Mikkel Damsgaard,Midfielder,Brentford,4.8,Sufficient Sample,0.0,0.4342581423401689,4,0.4342581423401689,9.375,-0.76,3.07,24.239766081871345
99,Josh,Dasilva,Dasilva,3,4,47,22,0,0,0.0,0.23,0,0,0.1,0,0,3,0,0,Josh Dasilva,Midfielder,Brentford,4.7,Low Sample,0.0,0.0,0,0.0,0.6382978723404255,0.0,-0.23,0.6432748538011697
100,Halil,Dervişoğlu,Dervişoğlu,4,4,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Halil Dervişoğlu,Forward,Brentford,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
101,Mark,Flekken,Flekken,1,4,47,3285,0,1,0.0,0.14,7,63,54.01,115,12,119,3,0,Mark Flekken,Goalkeeper,Brentford,4.7,Sufficient Sample,0.0,0.0273972602739726,1,0.0273972602739726,25.319148936170212,0.0,0.86,96.05263157894737
102,Charlie,Goode,Goode,2,4,39,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Charlie Goode,Defender,Brentford,3.9,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
103,Rico,Henry,Henry,2,4,42,401,0,1,0.07,0.9,1,5,5.12,0,0,13,1,0,Rico Henry,Defender,Brentford,4.2,Low Sample,0.0,0.22443890274314213,1,0.22443890274314213,3.095238095238095,-0.07,0.09999999999999998,11.725146198830409
104,Aaron,Hickey,Hickey,2,4,43,713,0,0,0.2,0.13,2,12,10.2,0,0,17,5,0,Aaron Hickey,Defender,Brentford,4.3,Sufficient Sample,0.0,0.0,0,0.0,3.9534883720930236,-0.2,-0.13,20.84795321637427
105,Vitaly,Janelt,Janelt,3,4,52,3054,1,4,1.82,3.44,9,52,47.65,0,1,93,8,0,Vitaly Janelt,Midfielder,Brentford,5.2,Sufficient Sample,0.02946954813359529,0.11787819253438116,5,0.14734774066797643,17.884615384615383,-0.8200000000000001,0.56,89.29824561403508
106,Mathias,Jensen,Jensen,3,4,52,2201,3,4,0.71,4.89,9,45,36.36,0,10,98,5,0,Mathias Jensen,Midfielder,Brentford,5.2,Sufficient Sample,0.1226715129486597,0.1635620172648796,7,0.2862335302135393,18.846153846153847,2.29,-0.8899999999999997,64.35672514619884
107,Keane,Lewis-Potter,Lewis-Potter,3,4,47,1428,3,2,6.42,1.66,6,29,20.21,0,1,73,0,0,Keane Lewis-Potter,Midfielder,Brentford,4.7,Sufficient Sample,0.18907563025210083,0.12605042016806722,5,0.31512605042016806,15.53191489361702,-3.42,0.3400000000000001,41.75438596491228
108,Bryan,Mbeumo,Mbeumo,3,4,68,1957,9,7,9.7,5.67,5,31,28.31,0,12,127,2,0,Bryan Mbeumo,Midfielder,Brentford,6.8,Sufficient Sample,0.4138988247317323,0.32192130812468067,16,0.7358201328564129,18.676470588235293,-0.6999999999999993,1.33,57.22222222222222
109,Ben,Mee,Mee,2,4,47,1272,2,1,1.57,0.78,1,28,24.8,0,3,39,1,1,Ben Mee,Defender,Brentford,4.7,Sufficient Sample,0.14150943396226415,0.07075471698113207,3,0.21226415094339623,8.297872340425531,0.42999999999999994,0.21999999999999997,37.19298245614035
110,Christian,Nørgaard,Nørgaard,3,4,52,2504,2,1,3.61,2.44,6,51,43.31,0,3,74,8,0,Christian Nørgaard,Midfielder,Brentford,5.2,Sufficient Sample,0.07188498402555911,0.035942492012779555,3,0.10782747603833866,14.23076923076923,-1.6099999999999999,-1.44,73.21637426900584
111,Frank,Onyeka,Onyeka,3,4,49,1147,1,2,2.09,1.44,1,27,21.94,0,0,39,8,0,Frank Onyeka,Midfielder,Brentford,4.9,Sufficient Sample,0.07846556233653008,0.15693112467306017,3,0.23539668700959024,7.959183673469387,-1.0899999999999999,0.56,33.538011695906434
112,Ethan,Pinnock,Pinnock,2,4,45,2521,2,0,2.01,0.83,5,46,39.14,0,5,77,1,0,Ethan Pinnock,Defender,Brentford,4.5,Sufficient Sample,0.07140023800079333,0.0,2,0.07140023800079333,17.11111111111111,-0.009999999999999787,-0.83,73.71345029239767
114,Mads,Roerslev Rasmussen,Roerslev,2,4,44,1975,1,2,1.05,1.34,5,40,37.71,0,3,75,1,0,Mads Roerslev Rasmussen,Defender,Brentford,4.4,Sufficient Sample,0.04556962025316456,0.09113924050632911,3,0.13670886075949368,17.045454545454543,-0.050000000000000044,0.6599999999999999,57.748538011695906
115,Kevin,Schade,Schade,3,4,52,327,2,2,1.29,0.72,1,5,3.58,0,2,33,0,0,Kevin Schade,Midfielder,Brentford,5.2,Low Sample,0.5504587155963303,0.5504587155963303,4,1.1009174311926606,6.346153846153846,0.71,1.28,9.56140350877193
116,Thomas,Strakosha,Strakosha,1,4,39,135,0,0,0.0,0.01,0,2,1.68,6,0,4,0,0,Thomas Strakosha,Goalkeeper,Brentford,3.9,Low Sample,0.0,0.0,0,0.0,1.0256410256410258,0.0,-0.01,3.9473684210526314
117,Ivan,Toney,Toney,4,4,77,1449,4,3,5.72,1.51,3,30,27.82,0,4,57,5,0,Ivan Toney,Forward,Brentford,7.7,Sufficient Sample,0.24844720496894407,0.18633540372670807,7,0.43478260869565216,7.402597402597403,-1.7199999999999998,1.49,42.368421052631575
118,Ryan,Trevitt,Trevitt,3,4,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Ryan Trevitt,Midfielder,Brentford,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
119,Yoane,Wissa,Wissa,4,4,57,2488,12,4,10.54,1.82,11,40,37.55,0,15,131,7,0,Yoane Wissa,Forward,Brentford,5.7,Sufficient Sample,0.4340836012861736,0.14469453376205788,16,0.5787781350482315,22.982456140350877,1.4600000000000009,2.1799999999999997,72.74853801169591
120,Yegor,Yarmoliuk,Yarmoliuk,3,4,42,670,0,0,0.94,1.0,4,9,9.42,0,0,33,2,0,Yegor Yarmoliuk,Midfielder,Brentford,4.2,Sufficient Sample,0.0,0.0,0,0.0,7.857142857142857,-0.94,-1.0,19.5906432748538
121,Mathias,Jorgensen,Zanka,2,4,43,1086,1,0,0.74,0.55,2,24,19.72,0,3,29,4,0,Mathias Jorgensen,Defender,Brentford,4.3,Sufficient Sample,0.08287292817679558,0.0,1,0.08287292817679558,6.744186046511628,0.26,-0.55,31.75438596491228
258,Neal,Maupay,Maupay,4,4,49,1417,6,3,6.89,1.99,4,37,26.36,0,6,76,8,0,Neal Maupay,Forward,Brentford,4.9,Sufficient Sample,0.38108680310515175,0.19054340155257588,9,0.5716302046577276,15.510204081632653,-0.8899999999999997,1.01,41.432748538011694
508,Sergio,Reguilón,Reguilón,2,4,45,1524,0,6,0.94,2.83,5,30,30.44,0,14,74,7,1,Sergio Reguilón,Defender,Brentford,4.5,Sufficient Sample,0.0,0.3543307086614173,6,0.3543307086614173,16.444444444444443,-0.94,3.17,44.56140350877193
620,Michael,Olakigbe,Olakigbe,3,4,45,51,0,0,0.14,0.02,0,0,0.7,0,0,8,0,0,Michael Olakigbe,Midfielder,Brentford,4.5,Low Sample,0.0,0.0,0,0.0,1.7777777777777777,-0.14,-0.02,1.4912280701754386
684,Ethan,Brierley,Brierley,3,4,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Ethan Brierley,Midfielder,Brentford,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
701,Saman,Ghoddos,Ghoddos,3,4,45,728,1,0,0.3,1.05,0,20,12.66,0,0,26,5,0,Saman Ghoddos,Midfielder,Brentford,4.5,Sufficient Sample,0.12362637362637363,0.0,1,0.12362637362637363,5.777777777777778,0.7,-1.05,21.28654970760234
725,Ji-Soo,Kim,Kim Ji-Soo,2,4,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Ji-Soo Kim,Defender,Brentford,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
733,Valintino,Adedokun,Adedokun,2,4,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Valintino Adedokun,Defender,Brentford,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
744,Myles,Peart-Harris,Peart-Harris,3,4,45,11,0,0,0.0,0.0,0,0,0.07,0,0,3,0,0,Myles Peart-Harris,Midfielder,Brentford,4.5,Low Sample,0.0,0.0,0,0.0,0.6666666666666666,0.0,0.0,0.32163742690058483
752,Vincent,Angelini,Angelini,1,4,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Vincent Angelini,Goalkeeper,Brentford,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
789,Hákon,Valdimarsson,Valdimarsson,1,4,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Hákon Valdimarsson,Goalkeeper,Brentford,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
797,Benjamin,Fredrick,Fredrick,2,4,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Benjamin Fredrick,Defender,Brentford,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
834,Benjamin,Arthur,Arthur,2,4,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Benjamin Arthur,Defender,Brentford,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
864,Yunus,Konak,Konak,3,4,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Yunus Konak,Midfielder,Brentford,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
122,Simon,Adingra,Adingra,3,5,50,2220,6,1,4.19,3.26,4,38,36.64,0,8,97,3,0,Simon Adingra,Midfielder,Brighton,5.0,Sufficient Sample,0.24324324324324323,0.040540540540540536,7,0.28378378378378377,19.4,1.8099999999999996,-2.26,64.91228070175438
123,Steven,Alzate,Alzate,3,5,44,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Steven Alzate,Midfielder,Brighton,4.4,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
124,Yasin,Ayari,Ayari,3,5,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Yasin Ayari,Midfielder,Brighton,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
125,Facundo,Buonanotte,Buonanotte,3,5,47,1356,3,1,2.34,1.16,6,19,21.14,0,1,57,7,0,Facundo Buonanotte,Midfielder,Brighton,4.7,Sufficient Sample,0.19911504424778761,0.06637168141592921,4,0.26548672566371684,12.127659574468085,0.6600000000000001,-0.15999999999999992,39.64912280701755
127,Aaron,Connolly,Connolly,4,5,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Aaron Connolly,Forward,Brighton,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
128,Mahmoud,Dahoud,Dahoud,3,5,48,449,0,1,0.22,0.54,1,6,5.16,0,0,14,1,1,Mahmoud Dahoud,Midfielder,Brighton,4.8,Low Sample,0.0,0.20044543429844097,1,0.20044543429844097,2.916666666666667,-0.22,0.45999999999999996,13.128654970760234
129,Lewis,Dunk,Dunk,2,5,52,2869,3,1,3.15,2.24,5,53,49.76,0,11,89,6,1,Lewis Dunk,Defender,Brighton,5.2,Sufficient Sample,0.09410944579993029,0.03136981526664343,4,0.12547926106657373,17.115384615384613,-0.1499999999999999,-1.2400000000000002,83.88888888888889
130,Julio,Enciso,Enciso,3,5,50,468,0,2,1.38,1.28,0,12,9.71,0,0,20,2,0,Julio Enciso,Midfielder,Brighton,5.0,Sufficient Sample,0.0,0.3846153846153846,2,0.3846153846153846,4.0,-1.38,0.72,13.684210526315791
131,Pervis,Estupiñán,Estupiñan,2,5,47,1242,2,3,1.0,2.22,3,26,26.5,0,7,57,4,0,Pervis Estupiñán,Defender,Brighton,4.7,Sufficient Sample,0.14492753623188406,0.21739130434782608,5,0.36231884057971014,12.127659574468085,1.0,0.7799999999999998,36.31578947368421
132,Evan,Ferguson,Ferguson,4,5,57,1356,6,1,4.49,0.77,2,28,22.16,0,5,69,1,0,Evan Ferguson,Forward,Brighton,5.7,Sufficient Sample,0.39823008849557523,0.06637168141592921,7,0.4646017699115044,12.105263157894736,1.5099999999999998,0.22999999999999998,39.64912280701755
133,Billy,Gilmour,Gilmour,3,5,48,2116,0,3,0.98,2.56,6,37,36.04,0,4,61,8,1,Billy Gilmour,Midfielder,Brighton,4.8,Sufficient Sample,0.0,0.1275992438563327,3,0.1275992438563327,12.708333333333334,-0.98,0.43999999999999995,61.87134502923976
134,Pascal,Groß,Gross,3,5,61,3112,4,11,6.4,8.89,7,50,51.16,0,29,153,6,0,Pascal Groß,Midfielder,Brighton,6.1,Sufficient Sample,0.11568123393316196,0.3181233933161954,15,0.43380462724935737,25.081967213114755,-2.4000000000000004,2.1099999999999994,90.99415204678363
135,João Pedro,Junqueira de Jesus,João Pedro,4,5,52,2037,9,3,12.01,4.64,5,38,32.63,0,12,104,2,0,João Pedro Junqueira de Jesus,Forward,Brighton,5.2,Sufficient Sample,0.3976435935198822,0.1325478645066274,12,0.5301914580265096,20.0,-3.01,-1.6399999999999997,59.561403508771924
136,Michał,Karbownik,Karbownik,2,5,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Michał Karbownik,Defender,Brighton,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
137,Kacper,Kozłowski,Kozłowski,3,5,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Kacper Kozłowski,Midfielder,Brighton,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
138,Adam,Lallana,Lallana,3,5,49,839,0,1,0.83,1.6,2,13,12.13,0,0,30,2,0,Adam Lallana,Midfielder,Brighton,4.9,Sufficient Sample,0.0,0.1072705601907032,1,0.1072705601907032,6.122448979591836,-0.83,-0.6000000000000001,24.53216374269006
139,Tariq,Lamptey,Lamptey,2,5,39,908,0,3,0.34,0.9,1,20,14.35,0,0,31,3,0,Tariq Lamptey,Defender,Brighton,3.9,Sufficient Sample,0.0,0.29735682819383263,3,0.29735682819383263,7.948717948717949,-0.34,2.1,26.54970760233918
140,Solly,March,March,3,5,61,555,3,1,2.1,0.97,2,11,10.5,0,6,39,1,0,Solly March,Midfielder,Brighton,6.1,Sufficient Sample,0.48648648648648646,0.16216216216216214,4,0.6486486486486486,6.39344262295082,0.8999999999999999,0.030000000000000027,16.228070175438596
141,Tom,McGill,McGill,1,5,39,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Tom McGill,Goalkeeper,Brighton,3.9,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
142,James,Milner,Milner,3,5,48,770,0,2,0.29,2.18,4,12,12.81,0,0,28,3,0,James Milner,Midfielder,Brighton,4.8,Sufficient Sample,0.0,0.23376623376623376,2,0.23376623376623376,5.833333333333334,-0.29,-0.18000000000000016,22.514619883040936
143,Kaoru,Mitoma,Mitoma,3,5,64,1485,3,7,3.49,3.56,1,27,24.64,0,7,74,4,0,Kaoru Mitoma,Midfielder,Brighton,6.4,Sufficient Sample,0.18181818181818182,0.42424242424242425,10,0.6060606060606061,11.5625,-0.4900000000000002,3.44,43.42105263157895
144,Jakub,Moder,Moder,3,5,44,608,0,0,0.78,0.67,1,13,12.6,0,0,21,2,0,Jakub Moder,Midfielder,Brighton,4.4,Sufficient Sample,0.0,0.0,0,0.0,4.7727272727272725,-0.78,-0.67,17.77777777777778
146,Jeremy,Sarmiento Morante,Sarmiento,3,5,45,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Jeremy Sarmiento Morante,Midfielder,Brighton,4.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
147,Kjell,Scherpen,Scherpen,1,5,40,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Kjell Scherpen,Goalkeeper,Brighton,4.0,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
148,Jason,Steele,Steele,1,5,40,1530,0,0,0.0,0.0,2,34,24.86,43,5,42,0,0,Jason Steele,Goalkeeper,Brighton,4.0,Sufficient Sample,0.0,0.0,0,0.0,10.5,0.0,0.0,44.73684210526316
149,Deniz,Undav,Undav,4,5,55,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Deniz Undav,Forward,Brighton,5.5,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
150,Jan Paul,van Hecke,Van Hecke,2,5,40,2368,0,0,1.42,0.93,5,38,37.22,0,3,61,4,0,Jan Paul van Hecke,Defender,Brighton,4.0,Sufficient Sample,0.0,0.0,0,0.0,15.25,-1.42,-0.93,69.23976608187135
151,Joël,Veltman,Veltman,2,5,43,1579,1,1,0.46,0.53,3,32,25.63,0,0,49,4,0,Joël Veltman,Defender,Brighton,4.3,Sufficient Sample,0.056998100063331225,0.056998100063331225,2,0.11399620012666245,11.395348837209303,0.54,0.47,46.16959064327485
152,Bart,Verbruggen,Verbruggen,1,5,44,1890,0,0,0.0,0.0,4,28,31.6,65,7,68,3,0,Bart Verbruggen,Goalkeeper,Brighton,4.4,Sufficient Sample,0.0,0.0,0,0.0,15.454545454545453,0.0,0.0,55.26315789473685
153,Adam,Webster,Webster,2,5,42,1142,0,0,0.5,0.33,2,22,18.16,0,2,26,2,0,Adam Webster,Defender,Brighton,4.2,Sufficient Sample,0.0,0.0,0,0.0,6.19047619047619,-0.5,-0.33,33.39181286549708
154,Danny,Welbeck,Welbeck,4,5,57,1687,5,4,5.09,1.46,8,28,27.78,0,5,79,4,0,Danny Welbeck,Forward,Brighton,5.7,Sufficient Sample,0.26674570243034973,0.2133965619442798,9,0.48014226437462953,13.859649122807017,-0.08999999999999986,2.54,49.32748538011696
155,Andi,Zeqiri,Zeqiri,4,5,44,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,Andi Zeqiri,Forward,Brighton,4.4,Low Sample,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
606,Igor Julio,dos Santos de Paulo,Igor,2,5,43,1631,0,0,0.25,0.5,2,26,24.36,0,1,37,4,0,Igor Julio dos Santos de Paulo,Defender,Brighton,4.3,Sufficient Sample,0.0,0.0,0,0.0,8.604651162790699,-0.25,-0.5,47.69005847953217
621,Jack,Hinshelwood,Hinshelwood,3,5,45,866,3,0,2.1,0.36,2,17,14.3,0,5,42,1,0,Jack Hinshelwood,Midfielder,Brighton,4.5,Sufficient Sample,0.3117782909930716,0.0,3,0.3117782909930716,9.333333333333334,0.8999999999999999,-0.36,25.321637426900583
690,Carlos,Baleba,Baleba,3,5,45,1314,0,0,0.85,0.24,2,28,23.59,0,0,34,7,0,Carlos Baleba,Midfielder,Brighton,4.5,Sufficient Sample,0.0,0.0,0,0.0,7.555555555555555,-0.85,-0.24,38.421052631578945
700,Anssumane,Fati Vieira,Ansu Fati,3,5,64,509,2,1,3.51,0.61,1,12,7.36,0,1,33,2,0,Anssumane Fati Vieira,Midfielder,Brighton,6.4,Sufficient Sample,0.3536345776031434,0.1768172888015717,3,0.5304518664047151,5.15625,-1.5099999999999998,0.39,14.883040935672515
